"Measure code","SEX","COUNTRY_REGION","1990","1991","1992","1993","1994","1995","1996","1997","1998","1999","2000","2001","2002","2003","2004","2005","2006","2007","2008","2009","2010","2011","2012","2013","2014","2015","2016","2017","2018","2019"
"REHAB_15","ALL","BEL","718.30","719.88","721.67","724.23","728.34","733.91","739.43","746.47","754.32","764.18","776.21","789.10","803.46","816.78","828.63","838.22","843.45","846.51","848.23","849.37","852.10","852.99","849.95","845.37","843.39","845.24","855.23","865.24","863.39","850.93"
"REHAB_15","ALL","BIH","763.43","760.54","798.76","840.44","873.47","942.34","963.87","967.83","976.36","992.23","1008.85","1020.75","1027.05","1031.96","1042.54","1057.33","1068.46","1079.25","1094.01","1110.32","1127.95","1144.69","1161.36","1178.41","1196.03","1214.23","1228.71","1243.47","1259.74","1274.71"
"REHAB_15","ALL","BGR","1043.40","1046.37","1049.66","1053.73","1058.74","1065.00","1072.52","1078.06","1083.66","1090.44","1099.14","1108.98","1117.71","1125.71","1134.42","1143.78","1155.96","1169.78","1186.26","1203.33","1220.52","1236.70","1252.76","1267.89","1281.42","1293.39","1298.60","1302.95","1314.44","1327.57"
"REHAB_15","ALL","HRV","963.45","961.63","959.50","958.88","960.88","973.24","987.06","1005.85","1026.88","1047.10","1066.27","1079.48","1090.72","1100.05","1109.22","1120.57","1131.54","1142.29","1150.68","1159.50","1168.85","1176.48","1184.63","1191.93","1199.17","1206.55","1206.94","1211.82","1223.06","1229.94"
"REHAB_15","ALL","CYP","482.94","483.24","483.24","483.37","484.31","486.29","489.50","493.29","497.68","501.68","505.83","509.85","512.95","515.53","518.46","522.38","527.44","532.73","538.62","544.10","548.32","550.42","551.11","551.29","552.77","556.33","567.00","579.21","587.94","595.99"
"REHAB_15","ALL","CZE","1054.85","1046.79","1040.53","1035.91","1034.49","1037.01","1040.27","1044.59","1049.59","1056.56","1065.38","1075.48","1087.23","1097.54","1106.72","1114.59","1117.68","1117.78","1116.04","1115.08","1118.45","1125.23","1132.42","1139.34","1146.60","1153.33","1154.59","1155.63","1155.52","1144.14"
"REHAB_15","ALL","DNK","759.54","758.63","757.31","754.85","752.48","749.65","748.23","746.30","744.95","744.02","743.21","742.05","738.91","734.02","730.29","727.37","725.81","722.99","719.79","717.64","716.41","717.06","717.76","719.45","721.07","723.19","724.98","728.82","736.02","743.23"
"REHAB_15","ALL","EST","1012.85","996.41","986.07","980.70","978.91","981.68","988.60","999.44","1009.73","1018.48","1024.03","1020.74","1010.09","994.43","978.68","967.35","958.58","950.32","943.07","939.00","940.07","945.14","954.19","964.13","972.05","978.02","968.06","961.65","972.20","983.14"
"REHAB_15","ALL","FIN","770.60","777.45","784.39","791.77","800.62","813.01","828.00","844.21","861.63","877.39","893.99","908.97","921.33","933.02","943.02","952.87","959.64","959.83","958.12","955.56","956.12","957.75","955.79","954.05","954.36","957.41","959.95","961.34","967.10","969.92"
"REHAB_15","ALL","FRA","641.95","642.09","642.97","644.91","647.51","650.36","653.52","657.73","662.18","666.57","671.06","677.20","684.25","692.27","700.12","707.84","715.84","724.64","733.45","742.20","750.41","758.90","767.20","775.83","784.39","793.03","807.73","822.53","830.96","838.25"
"REHAB_15","ALL","GEO","714.68","714.91","717.45","726.41","729.20","734.12","741.43","749.22","758.19","766.98","776.52","788.65","800.01","810.03","818.46","826.11","833.91","843.27","857.08","867.61","876.95","887.02","896.37","906.60","915.19","922.41","927.51","931.27","936.63","941.66"
"REHAB_15","ALL","DEU","744.14","744.23","744.88","745.52","749.05","752.50","753.28","753.12","753.39","758.13","764.99","771.59","776.69","781.96","791.49","802.81","815.30","829.98","845.74","864.41","879.92","887.17","892.38","896.24","903.01","909.38","913.55","915.47","917.32","918.27"
"REHAB_15","ALL","GRC","671.61","670.56","668.63","668.29","669.57","672.88","678.16","683.98","689.70","696.39","702.78","707.10","707.80","707.18","708.57","713.98","723.94","734.42","746.01","758.58","771.89","785.08","796.10","806.58","818.53","832.96","852.25","868.08","878.15","886.69"
"REHAB_15","ALL","HUN","1145.89","1147.90","1146.43","1145.21","1144.25","1146.90","1146.27","1140.38","1132.50","1125.58","1124.59","1127.13","1125.79","1124.64","1123.53","1123.84","1121.85","1114.09","1106.83","1102.34","1105.29","1114.33","1123.18","1133.86","1145.66","1156.17","1154.71","1153.09","1165.91","1179.85"
"REHAB_15","ALL","ISL","565.89","566.34","567.59","568.66","570.46","574.16","575.17","576.35","576.75","577.86","579.28","582.71","587.59","592.63","597.86","600.94","603.48","604.58","605.64","608.60","613.57","620.55","627.22","633.50","639.66","645.10","652.94","661.25","668.91","675.90"
"REHAB_15","ALL","IRL","533.26","537.00","539.82","542.15","544.87","548.79","552.16","554.86","556.86","558.75","561.00","563.22","563.70","563.38","562.62","562.47","561.80","560.29","558.66","557.73","559.00","561.14","563.41","566.32","570.77","577.49","591.60","606.21","614.15","620.08"
"REHAB_15","ALL","ISR","472.20","473.53","475.11","476.86","479.36","481.91","483.07","483.74","484.84","486.33","489.39","493.32","499.58","504.54","509.10","513.38","517.35","518.77","520.46","522.69","524.14","525.70","527.29","528.39","533.31","535.74","537.72","540.34","543.22","544.71"
"REHAB_15","ALL","ITA","712.49","718.37","722.85","727.49","732.85","740.72","749.93","756.73","761.55","765.08","769.33","770.24","761.69","748.99","739.12","738.79","747.07","754.37","761.16","768.47","777.36","788.96","799.56","810.75","823.09","835.71","855.00","873.80","893.40","921.18"
"REHAB_15","ALL","KAZ","602.67","602.17","601.71","602.53","602.94","604.49","608.27","613.95","620.45","626.71","631.17","633.84","634.99","634.83","633.91","633.38","634.34","637.35","641.20","643.82","645.20","646.31","648.49","650.33","650.79","648.45","637.73","629.80","634.40","640.83"
"REHAB_15","ALL","KGZ","508.78","504.38","499.84","495.77","492.21","488.25","485.24","482.91","481.33","479.88","478.33","474.93","469.37","464.13","459.56","455.99","454.31","452.92","453.35","454.16","457.52","461.36","466.58","472.44","477.36","479.73","478.56","477.88","480.83","483.94"
"REHAB_15","ALL","LVA","1090.52","1070.67","1056.12","1045.80","1039.18","1038.29","1046.56","1061.35","1078.71","1093.51","1104.11","1106.38","1101.84","1094.77","1086.62","1082.35","1078.66","1072.82","1069.28","1069.93","1076.71","1088.58","1102.11","1115.51","1127.62","1136.59","1130.80","1127.22","1141.59","1159.41"
"REHAB_15","ALL","LTU","945.14","950.14","954.83","959.51","963.49","967.72","971.43","972.95","974.27","977.51","985.78","1003.10","1026.77","1055.25","1083.41","1105.39","1112.71","1105.27","1091.01","1081.22","1084.72","1105.14","1133.74","1166.08","1193.88","1210.45","1169.99","1129.23","1141.57","1159.09"
"REHAB_15","ALL","LUX","734.61","729.39","723.98","717.97","712.44","708.99","703.34","695.51","686.63","679.73","676.26","674.38","672.84","671.00","669.20","669.50","670.25","671.48","672.12","673.37","675.35","674.54","670.79","666.94","664.34","665.24","669.55","674.70","677.95","681.66"
"REHAB_15","ALL","MLT","548.41","548.78","549.45","551.02","554.59","559.67","565.36","571.29","577.98","586.16","594.76","603.57","612.58","620.55","630.21","639.97","649.57","659.15","668.37","678.63","688.50","697.21","704.74","711.97","721.75","734.12","757.43","780.38","790.53","795.86"
"REHAB_15","ALL","MNE","","","","","","","","","","","","","","","","","902.60","910.32","917.80","925.14","932.93","941.18","950.20","959.32","968.65","977.06","987.23","998.93","1008.93","1019.85"
"REHAB_15","ALL","NLD","615.96","619.29","622.43","625.03","627.92","630.58","632.83","633.93","634.76","635.51","637.04","639.73","641.93","643.40","646.18","649.71","655.01","661.27","668.13","676.00","684.78","694.94","706.75","719.40","732.15","744.96","753.18","761.58","772.34","783.38"
"REHAB_15","ALL","MKD","761.44","764.23","768.87","776.15","784.87","794.17","803.38","802.23","800.88","832.70","866.73","873.93","875.22","879.92","886.77","896.37","906.28","917.61","929.24","940.88","952.98","961.83","969.82","977.37","985.91","993.71","1003.21","1015.88","1027.18","1038.76"
"REHAB_15","ALL","NOR","788.35","787.63","786.48","785.05","783.71","783.17","783.22","782.43","781.67","781.22","781.72","786.90","794.63","804.04","813.24","820.41","826.09","830.22","832.94","834.53","835.43","836.72","838.13","840.08","842.72","845.81","851.16","858.03","865.18","873.11"
"REHAB_15","ALL","POL","843.66","838.69","835.04","832.81","832.94","834.98","838.82","844.83","852.01","860.21","868.54","875.23","880.79","885.85","891.44","899.00","906.63","913.35","919.57","926.73","935.96","946.92","958.03","969.18","980.84","992.64","1007.86","1023.42","1036.76","1050.96"
"REHAB_15","ALL","PRT","716.71","715.00","712.57","710.27","708.65","709.27","710.74","710.81","710.32","709.44","709.43","710.42","710.04","708.47","707.86","708.52","710.86","710.99","711.19","712.25","715.61","722.21","728.90","736.82","745.55","755.80","768.52","780.88","792.98","805.10"
"REHAB_15","ALL","MDA","784.99","780.82","780.38","780.05","778.72","778.70","779.45","782.60","787.34","793.84","800.87","808.67","815.54","821.62","827.75","833.44","838.88","844.53","850.94","857.59","865.38","883.28","915.54","952.81","986.42","1006.07","1007.83","1009.72","1024.83","1045.70"
"REHAB_15","ALL","ROU","932.59","931.65","931.33","930.93","932.02","936.79","941.42","946.11","950.36","955.77","964.23","969.98","972.57","974.50","976.55","984.06","993.22","1003.93","1015.51","1027.06","1040.40","1054.18","1069.02","1084.11","1098.53","1112.72","1121.56","1130.72","1143.54","1156.82"
"REHAB_15","ALL","RUS","1006.65","995.98","987.72","980.81","976.50","975.48","981.54","992.53","1004.36","1016.95","1024.78","1027.33","1026.42","1022.26","1020.40","1022.15","1029.74","1042.68","1054.89","1066.23","1073.07","1075.44","1075.81","1072.83","1068.54","1064.42","1056.00","1053.85","1061.18","1069.97"
"REHAB_15","ALL","SRB","","","","","","","","","","","","","","","","","1041.20","1051.12","1062.47","1071.94","1079.63","1084.14","1086.03","1089.85","1093.66","1096.66","1106.68","1118.98","1130.61","1140.50"
"REHAB_15","ALL","SVK","867.28","874.75","880.94","886.89","893.12","898.56","901.22","901.19","900.08","900.46","904.28","910.34","917.67","924.83","932.54","940.13","944.86","946.15","946.48","948.77","954.88","964.84","976.16","988.64","1001.78","1015.03","1019.31","1023.40","1037.23","1050.25"
"REHAB_15","ALL","SVN","979.55","975.07","972.19","971.87","973.23","977.50","982.95","990.79","1000.67","1012.56","1025.82","1041.33","1059.84","1079.68","1098.41","1112.41","1123.20","1131.30","1138.23","1144.80","1151.75","1155.85","1156.58","1156.38","1158.89","1166.37","1179.01","1192.52","1196.07","1187.17"
"REHAB_15","ALL","ESP","661.39","665.92","670.33","676.19","682.35","689.17","697.82","706.73","715.61","723.12","728.27","732.93","734.84","735.57","735.70","735.38","735.40","732.46","729.26","727.58","728.19","732.13","734.61","737.39","741.87","747.60","759.07","770.71","780.23","789.08"
"REHAB_15","ALL","SWE","826.62","821.47","816.89","813.35","812.39","815.51","819.99","824.54","829.12","832.94","838.53","841.75","842.39","842.00","841.27","842.38","843.75","845.48","847.64","848.75","849.52","848.48","846.19","843.96","842.99","844.08","858.31","874.10","878.35","881.46"
"REHAB_15","ALL","CHE","789.22","794.06","798.67","803.57","808.71","812.82","815.43","817.21","818.46","820.12","822.51","824.55","824.71","824.34","823.61","824.03","823.54","821.58","819.04","817.53","816.99","816.78","815.62","814.48","814.76","817.23","824.18","832.75","838.27","841.88"
"REHAB_15","ALL","TJK","342.51","336.63","349.14","403.74","411.53","405.46","411.32","408.71","405.61","401.03","396.62","393.24","389.59","386.24","383.02","380.98","379.82","378.85","378.08","378.01","378.90","380.90","384.50","389.32","394.20","399.03","407.79","414.77","414.31","410.63"
"REHAB_15","ALL","TUR","383.90","384.74","388.03","391.01","395.52","400.15","405.96","412.78","420.04","440.44","445.91","454.39","463.06","471.76","480.87","490.05","499.18","507.31","515.37","523.29","531.46","541.21","551.95","562.81","573.16","583.38","595.94","607.56","617.87","627.11"
"REHAB_15","ALL","TKM","366.02","366.07","366.40","365.89","365.10","365.25","366.84","370.07","374.06","378.63","383.75","389.44","395.19","400.89","406.59","413.25","420.91","430.17","440.22","450.64","460.44","470.78","483.41","496.21","508.30","518.57","529.22","539.17","545.66","550.57"
"REHAB_15","ALL","UKR","1018.33","1008.97","998.89","988.95","980.73","975.38","971.75","968.76","966.99","966.71","967.51","966.56","961.05","952.87","947.25","945.55","950.23","957.71","965.13","974.03","980.88","986.29","990.45","992.80","999.78","1008.23","1028.67","1049.74","1057.29","1062.25"
"REHAB_15","ALL","GBR","661.61","657.37","653.83","651.10","649.85","650.45","652.12","654.24","656.67","659.20","662.01","665.02","668.11","670.86","673.31","675.51","676.39","676.15","675.34","675.15","676.26","677.26","677.57","677.76","678.77","681.45","691.88","703.51","707.24","708.32"
"REHAB_15","ALL","UZB","397.77","396.95","395.74","394.56","393.10","391.43","391.06","391.51","392.53","393.66","394.50","395.19","395.62","396.13","396.46","396.99","399.25","402.26","405.47","408.58","411.99","418.35","427.24","437.58","446.66","453.26","460.02","466.05","471.39","476.20"
"REHAB_15","FEMALE","ALB","532.48","533.59","535.68","538.68","544.22","551.27","559.52","568.48","572.43","592.48","613.29","627.58","642.59","657.63","672.29","686.44","700.61","714.08","727.86","742.16","758.19","776.99","797.98","820.69","844.01","864.51","887.85","910.80","930.45","947.75"
"REHAB_15","FEMALE","AND","497.22","494.93","502.09","510.31","528.57","545.13","558.22","576.23","592.03","610.88","631.26","647.18","662.34","652.11","644.95","648.64","653.78","664.53","672.82","688.40","701.40","719.53","738.25","749.52","757.43","766.54","781.23","791.17","794.71","799.32"
"REHAB_15","FEMALE","ARM","716.86","716.92","716.90","716.41","717.18","721.02","725.03","729.19","733.88","738.80","747.66","756.36","764.57","770.34","775.83","782.50","786.64","785.82","783.57","780.41","784.12","791.75","800.77","808.27","814.45","820.57","817.60","814.88","817.63","821.09"
"REHAB_15","FEMALE","AUT","841.74","845.29","848.17","850.15","852.67","859.56","860.04","858.60","855.35","853.50","858.73","864.38","872.31","878.19","884.48","893.63","899.01","903.63","906.04","911.37","921.74","932.19","941.88","949.18","956.55","963.62","957.92","952.70","956.68","963.83"
"REHAB_15","FEMALE","AZE","451.86","448.21","446.73","445.08","442.59","437.69","435.43","432.88","430.90","431.06","431.58","435.32","438.46","443.19","448.32","453.56","462.52","472.40","484.15","495.92","505.12","514.77","523.76","533.94","543.67","552.80","566.98","579.56","586.00","590.36"
"REHAB_15","FEMALE","BLR","999.53","1011.25","1020.41","1028.79","1036.35","1042.20","1048.09","1052.34","1055.58","1060.11","1066.10","1074.54","1083.27","1093.43","1103.65","1113.30","1120.19","1124.98","1130.17","1135.22","1141.27","1149.36","1159.61","1170.48","1178.66","1182.61","1158.81","1139.33","1147.32","1158.03"
"REHAB_15","FEMALE","BEL","813.12","816.10","819.06","822.32","827.31","834.18","840.54","848.34","856.83","867.14","880.66","894.10","908.56","921.66","933.46","944.21","950.46","953.78","955.51","957.64","961.95","964.32","963.14","959.99","959.35","962.25","971.53","981.28","980.53","970.45"
"REHAB_15","FEMALE","BIH","787.24","788.98","817.05","849.64","879.43","935.04","955.55","957.18","963.31","979.61","999.28","1015.56","1024.58","1032.43","1046.26","1065.50","1082.07","1098.73","1119.93","1142.31","1164.89","1184.41","1202.44","1220.29","1239.10","1259.30","1276.61","1294.93","1315.49","1335.65"
"REHAB_15","FEMALE","BGR","1030.60","1039.81","1049.23","1058.78","1068.98","1080.14","1092.82","1103.73","1114.99","1127.26","1140.65","1154.84","1168.09","1179.87","1192.38","1205.63","1222.23","1239.93","1260.49","1281.64","1303.59","1323.85","1343.31","1361.20","1377.19","1392.75","1407.73","1421.81","1436.60","1452.41"
"REHAB_15","FEMALE","HRV","1006.54","1009.48","1010.91","1012.70","1017.95","1032.29","1046.07","1062.67","1080.36","1098.12","1118.03","1133.93","1148.22","1159.80","1171.11","1185.39","1198.29","1210.15","1218.32","1227.45","1237.97","1247.84","1260.10","1271.76","1283.27","1292.95","1296.12","1305.32","1321.06","1333.29"
"REHAB_15","FEMALE","CYP","494.41","493.84","493.39","493.64","495.13","497.75","502.01","507.45","513.46","518.48","523.93","529.02","532.66","534.90","537.68","542.16","548.12","554.56","561.74","568.39","573.64","576.23","575.84","574.49","574.45","577.18","589.38","602.90","610.23","616.98"
"REHAB_15","FEMALE","CZE","1152.36","1140.98","1131.06","1123.23","1118.99","1119.33","1120.37","1122.02","1124.17","1129.21","1137.05","1145.29","1155.01","1162.48","1169.67","1177.15","1181.03","1183.08","1183.52","1184.95","1191.50","1200.90","1210.31","1218.46","1227.25","1235.98","1238.97","1242.21","1246.14","1239.37"
"REHAB_15","FEMALE","DNK","861.21","862.95","864.28","863.50","862.35","859.92","858.54","855.89","853.34","851.35","849.04","846.82","840.81","832.73","826.23","820.44","816.84","811.73","806.89","802.89","799.98","799.75","799.46","800.16","801.30","802.61","803.08","805.41","812.98","821.02"
"REHAB_15","FEMALE","EST","1057.82","1044.55","1037.35","1034.31","1034.85","1039.34","1045.86","1055.67","1064.36","1072.58","1079.24","1078.36","1072.22","1060.44","1049.93","1043.17","1038.82","1035.94","1033.22","1034.67","1041.22","1052.21","1068.34","1084.78","1098.94","1111.39","1107.15","1104.48","1116.36","1124.66"
"REHAB_15","FEMALE","FIN","871.69","870.93","871.99","873.94","879.53","891.73","908.45","927.58","947.84","966.22","984.96","999.61","1009.17","1017.04","1023.89","1032.93","1042.24","1047.42","1052.04","1055.31","1059.67","1062.62","1059.77","1056.98","1057.09","1061.43","1072.62","1082.56","1089.82","1093.84"
"REHAB_15","FEMALE","FRA","701.83","702.65","704.19","707.05","710.70","714.35","718.31","723.32","728.70","733.79","739.00","745.66","752.91","761.22","769.27","778.21","788.01","799.74","811.98","823.60","834.11","844.10","853.16","862.91","872.33","882.66","909.94","936.72","945.71","952.12"
"REHAB_15","FEMALE","GEO","734.80","734.17","734.07","740.02","742.54","748.96","758.26","769.17","781.20","793.67","806.05","820.98","835.21","849.40","861.29","870.51","879.08","890.29","905.49","918.03","928.68","939.17","947.05","954.84","962.06","969.54","978.90","986.43","993.17","998.38"
"REHAB_15","FEMALE","DEU","871.11","870.93","870.92","871.83","875.86","879.26","879.44","878.28","878.33","884.37","892.21","899.66","904.15","908.84","919.52","931.89","945.07","959.82","975.57","995.65","1013.26","1021.75","1025.91","1028.75","1035.81","1043.52","1047.88","1048.98","1051.83","1054.53"
"REHAB_15","FEMALE","GRC","708.07","705.12","701.60","700.20","700.22","703.04","708.43","713.29","718.40","724.12","730.49","734.45","733.80","731.90","732.79","739.26","752.47","766.56","782.39","799.38","817.13","834.64","848.98","862.19","877.28","896.15","923.24","945.82","958.26","967.08"
"REHAB_15","FEMALE","HUN","1262.43","1266.36","1265.80","1265.97","1266.35","1271.37","1271.86","1264.84","1256.07","1247.73","1247.42","1253.46","1256.30","1259.36","1262.06","1264.92","1265.73","1259.51","1254.27","1250.89","1255.31","1265.60","1273.95","1284.28","1295.81","1306.39","1303.81","1301.86","1316.51","1332.05"
"REHAB_15","FEMALE","ISL","605.47","605.01","605.79","606.56","608.28","612.03","613.34","615.94","618.04","620.65","622.91","626.01","631.05","636.39","642.07","646.01","650.13","653.48","656.16","660.40","666.08","674.39","682.61","689.94","697.19","702.69","710.08","718.20","726.30","734.20"
"REHAB_15","FEMALE","IRL","579.33","583.83","587.09","589.60","592.94","597.34","601.45","604.38","606.54","608.50","610.91","612.97","612.50","611.26","609.77","609.71","609.09","607.71","606.34","605.51","607.11","609.10","611.10","614.09","618.69","625.83","641.85","658.27","665.31","668.44"
"REHAB_15","FEMALE","ISR","479.86","481.53","483.89","486.90","490.64","494.06","495.79","497.26","499.98","502.46","506.15","509.39","514.17","518.97","523.39","527.98","532.15","534.81","538.07","541.94","545.24","547.91","550.38","552.85","557.13","560.80","563.27","565.96","569.26","570.86"
"REHAB_15","FEMALE","ITA","778.05","785.18","790.66","796.62","803.73","814.43","826.98","836.55","843.62","849.27","856.29","861.09","855.89","845.48","837.64","839.56","850.11","857.74","863.56","869.74","878.93","892.63","904.84","917.84","932.19","946.87","968.60","988.81","1007.12","1031.31"
"REHAB_15","FEMALE","KAZ","642.20","642.45","642.51","643.82","644.72","646.41","650.13","656.21","663.05","669.67","674.36","676.94","677.79","677.60","676.25","675.35","675.34","676.74","678.59","679.09","679.33","679.70","681.26","682.06","681.84","679.55","669.69","662.93","667.61","673.23"
"REHAB_15","FEMALE","KGZ","541.09","536.32","531.34","526.49","522.34","517.95","514.73","512.29","511.05","509.49","506.12","500.70","492.61","484.93","478.42","473.27","470.57","468.29","467.95","468.12","470.25","473.09","476.70","481.63","485.66","487.63","488.07","488.60","491.83","494.85"
"REHAB_15","FEMALE","LVA","1172.28","1158.09","1149.11","1143.31","1139.76","1140.00","1147.30","1160.04","1175.44","1188.52","1199.62","1205.59","1207.04","1206.70","1205.15","1206.07","1205.47","1200.71","1197.60","1199.02","1207.94","1223.44","1241.66","1260.61","1278.17","1292.36","1291.05","1290.63","1306.48","1323.51"
"REHAB_15","FEMALE","LTU","990.67","1012.73","1031.04","1046.97","1058.23","1066.11","1067.29","1060.20","1050.99","1045.42","1051.97","1078.99","1122.59","1176.06","1226.99","1263.06","1270.29","1252.82","1224.05","1202.07","1202.68","1234.76","1284.81","1343.00","1394.36","1425.26","1361.32","1292.76","1304.80","1319.35"
"REHAB_15","FEMALE","LUX","799.48","795.69","791.35","785.92","781.06","778.28","771.44","761.46","749.69","741.08","737.62","736.88","736.36","735.86","735.70","737.23","738.23","738.51","738.23","738.98","740.99","739.31","733.32","726.78","722.33","722.32","724.76","726.93","728.78","731.33"
"REHAB_15","FEMALE","MLT","580.85","583.45","586.09","589.01","594.21","600.47","607.38","614.44","621.73","630.34","639.61","649.46","659.83","668.32","678.95","689.74","700.35","710.91","721.27","732.50","744.20","754.32","763.10","771.40","782.60","796.97","823.02","849.36","860.80","866.85"
"REHAB_15","FEMALE","MNE","","","","","","","","","","","","","","","","","918.57","929.21","938.78","948.07","957.04","965.91","975.23","985.60","996.41","1005.92","1018.69","1034.10","1047.30","1061.97"
"REHAB_15","FEMALE","NLD","706.18","712.65","719.17","724.30","729.57","734.24","737.59","739.24","740.62","741.57","743.57","747.06","749.33","751.02","754.14","757.90","764.73","772.66","781.80","791.77","801.90","812.76","824.96","838.45","851.56","865.28","872.04","878.16","886.82","895.46"
"REHAB_15","FEMALE","MKD","779.20","782.53","788.10","797.36","808.41","820.37","833.05","836.01","837.91","872.80","909.50","918.26","919.91","924.25","931.18","941.43","953.22","966.53","980.28","994.01","1007.49","1017.27","1024.01","1029.59","1036.29","1043.00","1051.05","1064.26","1077.34","1091.03"
"REHAB_15","FEMALE","NOR","871.68","870.48","869.22","867.89","866.68","866.95","869.02","870.80","872.86","874.60","876.08","881.84","889.26","897.97","906.06","912.10","917.59","921.96","925.10","926.65","926.47","926.70","926.99","927.61","928.91","931.02","938.05","945.96","950.37","954.63"
"REHAB_15","FEMALE","POL","895.25","889.77","885.76","883.14","883.33","885.88","890.16","896.86","904.99","914.65","924.64","932.58","939.22","945.37","952.19","961.37","970.30","977.90","984.80","992.89","1003.90","1017.08","1030.30","1043.62","1057.61","1072.15","1094.28","1116.52","1131.90","1147.08"
"REHAB_15","FEMALE","PRT","747.29","744.38","740.60","737.45","735.64","736.61","739.52","741.33","743.25","744.62","746.45","749.63","750.12","749.62","749.94","752.43","758.36","762.99","768.46","773.91","781.22","790.52","799.12","808.85","819.92","833.67","852.68","870.47","884.81","897.86"
"REHAB_15","FEMALE","MDA","803.55","800.94","798.80","798.96","798.93","799.97","802.09","806.11","812.23","820.21","829.08","838.75","846.65","853.97","861.67","869.37","877.19","884.88","893.48","902.12","911.86","932.87","969.28","1011.18","1048.32","1070.49","1074.84","1079.92","1097.17","1122.03"
"REHAB_15","FEMALE","ROU","953.25","955.81","959.41","961.52","965.11","972.62","980.02","987.17","993.36","1000.45","1012.11","1021.73","1029.01","1036.13","1042.19","1053.70","1066.53","1080.44","1095.51","1110.35","1126.40","1141.83","1156.63","1171.85","1187.00","1203.68","1220.86","1238.72","1255.19","1269.76"
"REHAB_15","FEMALE","RUS","1102.95","1092.94","1084.48","1077.26","1072.94","1070.54","1074.48","1082.29","1090.55","1100.25","1105.58","1107.49","1106.63","1103.06","1102.33","1104.88","1113.33","1127.26","1140.11","1152.64","1160.48","1164.59","1167.27","1166.35","1164.44","1162.58","1159.77","1163.32","1171.33","1178.80"
"REHAB_15","FEMALE","SRB","","","","","","","","","","","","","","","","","1100.15","1114.93","1131.55","1145.26","1157.07","1164.31","1168.30","1174.36","1180.00","1184.84","1199.03","1215.23","1229.13","1240.04"
"REHAB_15","FEMALE","SVK","892.80","901.35","908.49","915.52","922.50","928.96","931.87","930.92","928.86","928.30","932.29","939.10","946.87","953.99","962.19","970.38","975.20","975.79","975.44","977.70","985.29","997.81","1011.80","1027.47","1043.43","1059.14","1065.35","1071.13","1086.42","1099.98"
"REHAB_15","FEMALE","SVN","1011.50","1011.52","1012.41","1015.32","1018.31","1024.20","1029.40","1035.58","1044.00","1054.41","1067.89","1084.43","1104.92","1127.35","1149.41","1166.27","1180.33","1191.51","1201.61","1211.04","1220.71","1227.87","1231.59","1234.98","1241.73","1253.46","1272.23","1291.86","1300.49","1294.84"
"REHAB_15","FEMALE","ESP","714.07","718.89","723.15","729.66","737.17","746.06","757.14","768.87","781.16","791.54","799.04","806.04","809.88","812.38","814.08","815.38","818.00","818.46","819.47","821.95","826.76","834.91","840.93","847.09","855.17","864.27","881.37","897.56","907.71","915.89"
"REHAB_15","FEMALE","SWE","918.27","913.47","909.30","905.90","905.78","910.45","916.52","922.87","928.67","933.60","940.21","943.92","944.67","943.81","942.62","943.70","944.67","945.23","945.75","945.35","944.75","942.33","938.22","934.54","931.71","931.37","945.73","961.25","963.21","962.78"
"REHAB_15","FEMALE","CHE","861.84","868.02","873.74","879.40","885.91","891.05","893.74","895.04","895.67","896.51","898.51","900.89","901.27","901.77","902.06","903.81","904.26","903.60","902.58","902.66","903.99","905.97","906.42","907.05","908.75","911.80","918.25","926.58","934.72","943.24"
"REHAB_15","FEMALE","TJK","328.27","324.86","333.76","373.21","378.45","374.02","378.71","377.46","374.58","370.16","365.64","362.62","359.50","357.23","354.84","353.89","353.91","354.22","354.78","355.77","357.34","359.71","363.11","367.63","372.23","377.32","388.24","396.78","396.17","391.07"
"REHAB_15","FEMALE","TUR","417.15","418.40","421.50","424.72","429.25","434.26","440.52","448.56","457.15","475.25","483.76","494.25","505.74","517.33","529.09","540.48","550.95","559.31","566.71","573.94","581.83","591.07","601.25","611.86","621.99","632.65","645.39","657.55","668.91","680.01"
"REHAB_15","FEMALE","TKM","382.29","380.71","379.46","377.83","376.53","376.35","377.61","380.73","384.97","389.77","395.25","401.33","408.19","414.71","421.07","428.16","436.06","445.58","455.82","466.44","476.12","487.12","498.69","510.85","522.67","533.43","546.99","559.17","565.48","569.02"
"REHAB_15","FEMALE","UKR","1091.87","1082.75","1072.23","1061.14","1051.04","1043.79","1037.11","1029.75","1024.51","1021.01","1020.17","1019.27","1015.67","1009.79","1006.38","1006.11","1011.09","1018.64","1025.09","1033.62","1040.75","1048.13","1055.62","1061.09","1070.23","1079.86","1097.33","1114.74","1120.43","1123.78"
"REHAB_15","FEMALE","GBR","742.43","737.91","734.17","731.33","730.05","730.85","732.89","735.39","738.19","740.83","743.55","745.74","747.04","747.51","747.87","748.82","749.72","750.27","750.68","751.84","753.62","754.47","754.10","753.41","753.69","756.17","767.70","780.42","783.68","783.34"
"REHAB_15","FEMALE","UZB","406.64","405.37","403.89","402.11","400.34","398.03","397.31","397.93","398.92","400.06","400.07","399.58","398.69","397.42","396.17","395.34","396.84","399.87","402.64","405.81","409.00","415.18","423.54","433.26","441.59","447.86","454.99","461.54","466.36","469.95"
